request_id,submitted_by,agent_id,request_type,submitted_date,resolved_date,status,priority,region,resolution_notes
REQ009328,Stephanie Campbell,AGT03818,Data Discrepancy,2023-07-20,,Escalated,High,Quebec,
REQ009329,John Johnson,AGT05115,Dashboard Update,2021-10-05,,Open,Low,Ontario,
REQ009330,Donald Powell,AGT01582,Report Request,2023-09-29,,In Progress,Critical,Ontario,
REQ009331,Pamela Russell,AGT08621,Ad-hoc Analysis,2025-10-12,,In Progress,High,British Columbia,
REQ009332,Melanie Banks,AGT03234,Ad-hoc Analysis,2023-10-08,,Escalated,Critical,British Columbia,
REQ009333,Kenneth Todd MD,AGT08668,Dashboard Update,2022-01-04,,Open,Medium,Alberta,
REQ009334,Daisy Kim,AGT07437,Access Issue,2022-11-19,,In Progress,Low,Saskatchewan,
REQ009335,Lindsay Sharp,AGT03374,Access Issue,2025-09-28,2025-10-06,Resolved,Critical,Manitoba,Quod fugit hic perferendis nam blanditiis.
REQ009336,Joseph Hayes,AGT09327,Data Discrepancy,2025-05-09,2025-05-09,Resolved,High,Saskatchewan,Laudantium facilis pariatur explicabo quia.
REQ009337,Corey Marks,AGT02501,Dashboard Update,2021-03-09,,Open,Low,Quebec,
REQ009338,Craig Mckenzie,AGT05331,Dashboard Update,2023-10-29,,In Progress,High,British Columbia,
REQ009339,Cathy Mckay,AGT00271,Ad-hoc Analysis,2021-07-01,2021-07-25,Resolved,Medium,Alberta,Quidem ad eius magnam incidunt.
REQ009340,Bryan Blackwell,AGT03810,Access Issue,2024-09-05,,Escalated,High,Alberta,
REQ009341,Kimberly Brown,AGT05154,KPI Clarification,2025-02-18,,Escalated,Medium,Alberta,
REQ009342,Randall Flores,AGT00794,KPI Clarification,2025-10-11,,In Progress,Low,Quebec,
REQ009343,Krystal Russell,AGT04199,Access Issue,2025-11-10,,Open,Medium,Saskatchewan,
REQ009344,Charles Drake,AGT02750,Data Discrepancy,2025-11-10,,Escalated,Medium,Quebec,
REQ009345,Mark Butler,AGT07382,Report Request,2025-10-04,2025-11-01,Resolved,High,Saskatchewan,Sed aperiam nam aut quibusdam quisquam.
REQ009346,Curtis Williams MD,AGT06886,Data Discrepancy,2022-04-17,,Escalated,High,Ontario,
REQ009347,David Sparks,AGT00613,Data Discrepancy,2024-12-16,,Open,High,Manitoba,
REQ009348,Vincent Fields,AGT08951,Data Discrepancy,2022-10-10,2022-11-08,Resolved,Critical,Ontario,Tenetur eos quas debitis ad ullam placeat.
REQ009349,Stephen Hodge,AGT00789,Data Discrepancy,2024-06-22,,Open,Low,British Columbia,
REQ009350,Christopher Johnson,AGT06393,Report Request,2025-10-24,2025-11-08,Resolved,Medium,Manitoba,Iste modi quos eaque eum.
REQ009351,Justin Williams,AGT06617,Report Request,2023-10-05,,Escalated,High,Manitoba,
REQ009352,Cheyenne Gallagher,AGT01823,KPI Clarification,2023-10-04,,In Progress,Critical,Quebec,
REQ009353,Jason Castro III,AGT00289,Ad-hoc Analysis,2025-12-15,2025-12-19,Resolved,Medium,Ontario,Accusamus quae totam tempore modi consequuntur delectus corporis.
REQ009354,Jessica Parker,AGT03717,Access Issue,2023-09-11,,In Progress,Critical,Quebec,
REQ009355,Michael Boyd,AGT03912,Access Issue,2022-11-05,,Open,Low,Saskatchewan,
REQ009356,Brittany Rich,AGT05950,Access Issue,2021-08-27,,In Progress,Medium,Saskatchewan,
REQ009357,Brenda Dunn,AGT04509,Ad-hoc Analysis,2022-10-19,,Open,Medium,British Columbia,
REQ009358,Brittany Rasmussen,AGT00967,Ad-hoc Analysis,2023-03-29,,Open,Low,Ontario,
REQ009359,Charles Mann,AGT03834,Dashboard Update,2023-06-07,2023-06-19,Resolved,High,Manitoba,Nostrum sed id rerum iusto saepe.
REQ009360,Ashley Skinner,AGT08772,Dashboard Update,2025-11-24,,In Progress,High,Ontario,
REQ009361,Randy Li,AGT05416,KPI Clarification,2021-09-28,,Open,Critical,Quebec,
REQ009362,Mark Walker,AGT08462,Access Issue,2021-10-16,2021-10-20,Resolved,Critical,Alberta,Nostrum tenetur eligendi doloribus.
REQ009363,Bruce Roberts,AGT01230,Report Request,2025-03-22,,Open,Medium,Quebec,
REQ009364,Lindsay Myers,AGT03340,Data Discrepancy,2022-06-27,,In Progress,High,Manitoba,
REQ009365,Andrew Williams,AGT08060,Access Issue,2024-02-01,,In Progress,Critical,Alberta,
REQ009366,Alexis Merritt,AGT08559,Ad-hoc Analysis,2024-04-09,,Open,Medium,Saskatchewan,
REQ009367,Katherine Cooper,AGT06144,KPI Clarification,2022-03-05,,Open,Medium,Ontario,
REQ009368,Jamie Holland,AGT09667,Ad-hoc Analysis,2023-05-11,,Open,Critical,British Columbia,
REQ009369,Lindsey Hill,AGT06530,Ad-hoc Analysis,2024-07-04,,Open,High,Alberta,
REQ009370,Victoria Campbell,AGT07318,Report Request,2025-10-18,,Open,Critical,Ontario,
REQ009371,Katherine Wade,AGT00399,KPI Clarification,2022-11-18,,Escalated,High,Manitoba,
REQ009372,David Rivera,AGT08322,Access Issue,2024-04-08,,Open,Low,Saskatchewan,
REQ009373,Dakota Lewis,AGT09544,KPI Clarification,2023-05-13,,Open,Low,Saskatchewan,
REQ009374,Kelly Thompson,AGT08227,Access Issue,2023-05-30,,In Progress,Low,British Columbia,
REQ009375,Theresa Richardson,AGT07289,Data Discrepancy,2024-09-21,,In Progress,Medium,Manitoba,
REQ009376,Ronald Holmes,AGT03835,Data Discrepancy,2022-12-08,,In Progress,Low,Ontario,
REQ009377,Linda May,AGT06213,Access Issue,2025-02-07,2025-02-26,Resolved,Low,Quebec,A tenetur maiores vitae adipisci.
REQ009378,Andrea Myers,AGT03395,Data Discrepancy,2024-02-05,,Escalated,Critical,Ontario,
REQ009379,Nancy Gardner,AGT01073,Report Request,2023-03-19,,Escalated,Critical,Alberta,
REQ009380,Harold Goodman,AGT08355,Data Discrepancy,2024-04-15,,In Progress,Medium,Quebec,
REQ009381,James Miller,AGT09691,Report Request,2023-11-13,,Open,Medium,Saskatchewan,
REQ009382,Brandon Greene PhD,AGT08971,Ad-hoc Analysis,2024-12-11,2024-12-26,Resolved,Low,Ontario,Facere laudantium aliquid consequatur illum ex fuga optio ullam autem.
REQ009383,Jasmine Joseph,AGT00907,Data Discrepancy,2024-08-13,,Escalated,High,Quebec,
REQ009384,Kari Guerra,AGT03320,Ad-hoc Analysis,2025-07-03,2025-07-09,Resolved,High,Ontario,Itaque minus ullam dolorum placeat qui aspernatur eius.
REQ009385,Kelly Crawford,AGT00218,Dashboard Update,2023-01-14,2023-02-02,Resolved,High,Manitoba,Sint exercitationem maxime assumenda officia accusamus quibusdam recusandae sequi est.
REQ009386,Michelle Rice,AGT09584,Dashboard Update,2024-08-19,2024-09-10,Resolved,Critical,Alberta,Ipsa facere numquam quibusdam qui consequuntur ullam.
REQ009387,Steve Weeks,AGT04684,KPI Clarification,2024-11-13,,Escalated,Critical,Manitoba,
REQ009388,Stephen Fry,AGT04648,KPI Clarification,2021-06-18,,Escalated,High,Alberta,
REQ009389,Logan Graham,AGT04553,Dashboard Update,2023-01-18,,In Progress,High,Quebec,
REQ009390,Kyle Valenzuela,AGT07769,KPI Clarification,2022-05-14,,Open,Low,Saskatchewan,
REQ009391,Madison Martin,AGT01047,Report Request,2021-01-14,2021-02-02,Resolved,Medium,British Columbia,Nihil nemo atque facere iusto quos distinctio autem.
REQ009392,Russell Collins,AGT04921,Report Request,2023-05-14,,Escalated,Low,Manitoba,
REQ009393,Jessica Wilson,AGT04295,Dashboard Update,2024-03-29,2024-04-18,Resolved,High,Ontario,Dolores sit sed exercitationem quia cumque perferendis.
REQ009394,Janice Zimmerman,AGT08356,Report Request,2021-10-19,,Escalated,Low,Alberta,
REQ009395,Wayne Stewart,AGT01431,Data Discrepancy,2021-09-27,2021-10-09,Resolved,High,Manitoba,Laudantium impedit quisquam inventore omnis non.
REQ009396,Tiffany Fleming,AGT07097,Data Discrepancy,2021-05-17,2021-06-07,Resolved,Medium,Saskatchewan,Consequatur accusamus ullam dolore quo nulla accusamus vitae dignissimos.
REQ009397,Nathan Rivera,AGT09534,Data Discrepancy,2025-05-05,,Open,Critical,British Columbia,
REQ009398,Raymond Bates,AGT08993,Report Request,2025-01-18,,Escalated,Critical,Ontario,
REQ009399,Michael Reyes,AGT06227,Ad-hoc Analysis,2022-03-15,,Escalated,Low,Manitoba,
REQ009400,Ashley Castillo,AGT02402,Access Issue,2025-09-08,,Open,High,Saskatchewan,
REQ009401,Willie Romero,AGT01618,Ad-hoc Analysis,2022-10-20,,Open,Medium,Saskatchewan,
REQ009402,Jennifer Taylor,AGT08220,Ad-hoc Analysis,2022-08-29,,In Progress,High,Manitoba,
REQ009403,Scott Santiago,AGT02056,KPI Clarification,2023-03-25,2023-04-18,Resolved,Low,Saskatchewan,Quisquam quasi accusantium hic accusamus maxime praesentium ad.
REQ009404,Ryan Burgess,AGT00116,Dashboard Update,2022-06-04,,In Progress,Medium,Manitoba,
REQ009405,Keith Smith,AGT04538,Ad-hoc Analysis,2021-06-08,,In Progress,Critical,Alberta,
REQ009406,Victoria Campos,AGT06739,Data Discrepancy,2023-11-23,,In Progress,High,Alberta,
REQ009407,James Snow,AGT07444,Ad-hoc Analysis,2022-09-16,,In Progress,Low,British Columbia,
REQ009408,Amy Savage,AGT02124,Data Discrepancy,2022-05-03,2022-05-09,Resolved,High,Ontario,Quos nam quo vel asperiores accusamus nulla optio sit consequatur.
REQ009409,Suzanne Smith,AGT02999,Access Issue,2021-06-18,2021-06-27,Resolved,High,Alberta,Ratione dignissimos doloribus aliquam itaque amet dicta ipsam.
REQ009410,Daniel Reyes,AGT06618,Data Discrepancy,2023-10-16,2023-11-09,Resolved,Medium,Saskatchewan,Deleniti illo magni pariatur esse fugiat dignissimos omnis itaque.
REQ009411,Samuel Peterson,AGT04464,Ad-hoc Analysis,2023-10-02,2023-10-15,Resolved,Critical,Manitoba,Praesentium atque veniam sed magnam.
REQ009412,Valerie Hernandez,AGT08897,Report Request,2023-06-25,,In Progress,Critical,British Columbia,
REQ009413,Madison West,AGT07350,KPI Clarification,2025-06-02,,Escalated,Medium,Manitoba,
REQ009414,Michael Martinez,AGT03944,Ad-hoc Analysis,2023-03-08,,In Progress,Medium,Ontario,
REQ009415,David Kline,AGT01157,Report Request,2021-12-26,,Open,Critical,Alberta,
REQ009416,Alicia Murphy,AGT08835,Ad-hoc Analysis,2024-02-20,,Escalated,Critical,Ontario,
REQ009417,Robert Williams,AGT04531,KPI Clarification,2023-08-05,,Escalated,Medium,Manitoba,
REQ009418,Diana Martin,AGT03930,KPI Clarification,2023-01-18,,In Progress,Medium,Alberta,
REQ009419,William Herman,AGT05903,Data Discrepancy,2022-12-09,,Escalated,High,British Columbia,
REQ009420,Crystal Dennis,AGT01770,Data Discrepancy,2025-08-01,,Open,High,Quebec,
REQ009421,Adam Allen,AGT03075,Data Discrepancy,2022-02-18,,Open,High,Saskatchewan,
REQ009422,Stacie Gray,AGT04238,Data Discrepancy,2024-05-08,2024-05-10,Resolved,Critical,Alberta,Est dolor sit culpa est veritatis nihil impedit.
REQ009423,Heather Martin,AGT06071,Access Issue,2021-06-16,2021-07-01,Resolved,Medium,Quebec,Nam eum velit repellendus voluptas velit exercitationem vel.
REQ009424,Allison Mills,AGT09462,Data Discrepancy,2025-12-15,,Escalated,Medium,Alberta,
REQ009425,Jordan Simpson,AGT04744,KPI Clarification,2025-06-24,,Escalated,Medium,Manitoba,
REQ009426,Ronald Logan,AGT06927,KPI Clarification,2023-01-20,2023-01-28,Resolved,High,Alberta,Aliquid ab mollitia in dolores quis veritatis assumenda.
REQ009427,Sarah Brown,AGT09027,KPI Clarification,2025-03-20,2025-03-23,Resolved,Low,Alberta,Perspiciatis ut alias magni consectetur.
REQ009428,Carlos Williamson,AGT03955,Report Request,2024-07-09,,In Progress,High,Alberta,
REQ009429,Sara Anderson,AGT09812,Access Issue,2022-04-08,,In Progress,Medium,Manitoba,
REQ009430,Gary Hunter,AGT04366,Data Discrepancy,2024-09-18,2024-09-20,Resolved,High,Alberta,Consequatur sint amet qui ad nihil aperiam laborum esse.
REQ009431,Breanna Smith DDS,AGT08169,Report Request,2021-10-27,2021-11-05,Resolved,Medium,Manitoba,Dolores quaerat similique aspernatur alias sit odio assumenda debitis.
REQ009432,Robert Banks,AGT05165,Ad-hoc Analysis,2022-03-30,,Escalated,Medium,Manitoba,
REQ009433,Earl White,AGT08519,Data Discrepancy,2023-08-10,2023-08-18,Resolved,High,Manitoba,Reprehenderit corporis officia rerum debitis quidem minima explicabo.
REQ009434,Kelly Parsons,AGT00512,Dashboard Update,2023-01-13,,Escalated,High,Quebec,
REQ009435,Tina Gordon,AGT01156,Report Request,2024-04-08,,Open,Low,British Columbia,
REQ009436,Christopher Johnson,AGT04322,Ad-hoc Analysis,2023-01-16,,Escalated,High,Alberta,
REQ009437,Thomas Leon,AGT05138,Data Discrepancy,2023-08-12,2023-08-29,Resolved,Low,British Columbia,Placeat nisi nostrum pariatur nam illum nostrum.
REQ009438,Jonathan Myers,AGT03700,Data Discrepancy,2021-07-13,,Escalated,Low,Saskatchewan,
REQ009439,Jamie Morgan,AGT08777,Report Request,2024-05-03,,In Progress,Critical,Quebec,
REQ009440,Daniel Morales,AGT02668,Report Request,2025-08-03,,In Progress,Low,Quebec,
REQ009441,Edward Oliver,AGT09432,Report Request,2025-04-11,,In Progress,Critical,Saskatchewan,
REQ009442,Benjamin Brandt,AGT04788,Dashboard Update,2024-03-04,2024-04-02,Resolved,High,Quebec,Id nesciunt minima pariatur eos cumque.
REQ009443,Carrie Benson,AGT00078,KPI Clarification,2023-09-15,2023-10-13,Resolved,High,British Columbia,Veritatis dicta laborum nam accusantium hic.
REQ009444,Daniel Mccoy,AGT07302,KPI Clarification,2021-12-07,2022-01-06,Resolved,Low,Quebec,Fugiat dolore necessitatibus veniam commodi exercitationem.
REQ009445,Nathaniel Porter,AGT06101,Dashboard Update,2021-12-16,,Open,Critical,Quebec,
REQ009446,Courtney Flores,AGT01022,Access Issue,2025-12-31,,Open,Low,Alberta,
REQ009447,Frederick Jones,AGT00018,Access Issue,2025-01-28,,In Progress,Critical,Manitoba,
REQ009448,Kerri Stark,AGT07631,Data Discrepancy,2022-08-21,,Escalated,Low,Alberta,
REQ009449,Troy Mclean,AGT07487,KPI Clarification,2021-04-05,,Escalated,Critical,Saskatchewan,
REQ009450,Brandon Montgomery,AGT05010,Access Issue,2021-06-22,,Escalated,Medium,Manitoba,
REQ009451,Ronnie Norton,AGT00786,Ad-hoc Analysis,2022-11-17,,Escalated,Low,Quebec,
REQ009452,Paul Walker,AGT02515,Ad-hoc Analysis,2023-12-13,,Escalated,Low,Manitoba,
REQ009453,Anita Jones,AGT01974,Ad-hoc Analysis,2023-11-19,,Open,High,Alberta,
REQ009454,James Velazquez,AGT01055,Access Issue,2024-09-28,,In Progress,Critical,Ontario,
REQ009455,Randy Thomas,AGT08072,Access Issue,2023-06-24,,Open,Low,Alberta,
REQ009456,Thomas Mullins,AGT05872,KPI Clarification,2021-04-10,,In Progress,Critical,Ontario,
REQ009457,Joseph Johnson,AGT04206,Data Discrepancy,2022-05-31,,Open,Low,Manitoba,
REQ009458,Jose Swanson,AGT02706,Data Discrepancy,2021-06-10,,Escalated,Low,Saskatchewan,
REQ009459,Tracy Cooper,AGT03129,Data Discrepancy,2025-01-20,2025-01-27,Resolved,Medium,Ontario,Necessitatibus assumenda dolor nulla nam assumenda.
REQ009460,Randy Larson,AGT03453,Ad-hoc Analysis,2024-08-29,,In Progress,Critical,Saskatchewan,
REQ009461,Douglas Stewart,AGT09965,Dashboard Update,2024-11-22,,In Progress,Critical,Quebec,
REQ009462,Jacob Ramirez,AGT06138,Data Discrepancy,2022-08-23,2022-09-19,Resolved,Low,Manitoba,Quia iste non consequatur placeat laudantium molestias.
REQ009463,Rachel Duran,AGT06494,Ad-hoc Analysis,2023-04-13,,In Progress,Medium,Alberta,
REQ009464,Lynn Armstrong,AGT07802,KPI Clarification,2021-10-13,,Escalated,Medium,Saskatchewan,
REQ009465,Nicholas Quinn,AGT05141,Report Request,2024-02-05,,Open,Critical,British Columbia,
REQ009466,Janice Garcia,AGT04165,KPI Clarification,2024-07-29,,Escalated,High,British Columbia,
REQ009467,Michael Freeman,AGT01866,Report Request,2022-02-27,2022-03-16,Resolved,Low,Quebec,Asperiores laboriosam cupiditate omnis temporibus.
REQ009468,Mr. Joe Hicks,AGT06651,KPI Clarification,2021-08-05,,Open,High,Saskatchewan,
REQ009469,James Hawkins,AGT02595,Report Request,2023-02-20,,Open,High,Manitoba,
REQ009470,John Dixon DDS,AGT05207,Report Request,2024-02-18,2024-03-19,Resolved,Medium,Alberta,Enim cumque facere porro quaerat repellendus voluptas aliquam quasi ratione sint.
REQ009471,Sarah Boyer,AGT07463,Access Issue,2023-04-13,,Open,Medium,British Columbia,
REQ009472,Vanessa Brock,AGT02067,Report Request,2021-11-18,,In Progress,Medium,British Columbia,
REQ009473,Danielle Jones,AGT06600,Dashboard Update,2024-08-06,,In Progress,Medium,Saskatchewan,
REQ009474,William Cunningham,AGT06192,Report Request,2025-06-18,,Escalated,High,Quebec,
REQ009475,Ian Neal,AGT00190,Report Request,2022-04-15,2022-04-21,Resolved,High,Alberta,Corporis illum recusandae illum quos reiciendis incidunt.
REQ009476,Ashley Mcmillan,AGT05250,Report Request,2024-01-24,,Open,High,Ontario,
REQ009477,Christopher Carter,AGT04291,Dashboard Update,2021-08-23,2021-08-31,Resolved,High,British Columbia,Natus iusto praesentium adipisci at.
REQ009478,Margaret Martinez,AGT04525,Ad-hoc Analysis,2022-08-08,,Open,Critical,Manitoba,
REQ009479,Aaron Rodriguez,AGT04065,Data Discrepancy,2021-01-19,,Open,Medium,Manitoba,
REQ009480,Christopher Kim,AGT05244,Dashboard Update,2022-07-07,,In Progress,Critical,Quebec,
REQ009481,Ronald Morrison,AGT01152,Dashboard Update,2024-02-29,,Escalated,Critical,Saskatchewan,
REQ009482,Anthony Pena,AGT00090,KPI Clarification,2025-08-07,2025-09-01,Resolved,Medium,Saskatchewan,Nam fuga dignissimos recusandae quidem.
REQ009483,Todd Ruiz,AGT00541,Ad-hoc Analysis,2022-11-10,,Escalated,Critical,British Columbia,
REQ009484,Michael Copeland,AGT08622,KPI Clarification,2021-10-17,2021-10-23,Resolved,High,Quebec,Quae adipisci laudantium corrupti veniam iusto ad nam.
REQ009485,Sarah Oneal,AGT03530,Report Request,2024-01-09,2024-01-22,Resolved,Low,Ontario,Culpa temporibus iusto qui delectus cupiditate quisquam et tenetur ex.
REQ009486,Lauren Bailey,AGT09797,Access Issue,2021-01-10,2021-02-04,Resolved,Low,Saskatchewan,Voluptatum cupiditate perferendis ipsa tenetur optio quia ex mollitia incidunt.
REQ009487,Andrew Ballard,AGT01056,Access Issue,2021-12-24,,Open,Critical,Manitoba,
REQ009488,Melissa Campbell,AGT07930,Dashboard Update,2022-03-30,2022-04-07,Resolved,Critical,British Columbia,Nam excepturi quod reiciendis totam dolor quis doloribus.
REQ009489,Vanessa Moreno,AGT05044,Access Issue,2024-03-12,,Escalated,Medium,Alberta,
REQ009490,Suzanne Logan,AGT03194,Report Request,2023-06-14,,Open,Low,Ontario,
REQ009491,Megan Mcneil,AGT00255,Ad-hoc Analysis,2025-03-10,,Open,Medium,Saskatchewan,
REQ009492,Courtney Dorsey,AGT01222,Access Issue,2024-09-16,,Escalated,Low,Alberta,
REQ009493,Jennifer Juarez,AGT03780,Ad-hoc Analysis,2024-05-04,,Escalated,Critical,Quebec,
REQ009494,Denise Coleman,AGT06636,Ad-hoc Analysis,2022-09-16,,Escalated,High,Alberta,
REQ009495,Jerry Neal,AGT08908,Data Discrepancy,2023-02-16,,Open,Critical,Manitoba,
REQ009496,Michael Miller,AGT00141,Report Request,2022-12-17,,In Progress,Low,Saskatchewan,
REQ009497,Gregory Edwards,AGT06815,KPI Clarification,2022-05-17,,Open,Critical,Saskatchewan,
REQ009498,Matthew Howell,AGT04017,Dashboard Update,2021-12-31,2022-01-02,Resolved,Low,Ontario,Culpa nemo consequuntur sint minus nihil.
REQ009499,Amy Scott,AGT04709,Data Discrepancy,2022-08-06,2022-08-06,Resolved,Medium,Alberta,Facilis libero aliquam unde veritatis officia repellendus et ea.
REQ009500,Renee Ferrell,AGT08764,Report Request,2022-02-05,,In Progress,High,Ontario,
REQ009501,Luis Gould,AGT01562,Report Request,2025-03-01,,Open,High,Alberta,
REQ009502,Stephanie Leach,AGT07573,Ad-hoc Analysis,2023-08-30,,Escalated,Medium,Alberta,
REQ009503,Deborah Rogers,AGT07778,Dashboard Update,2025-12-18,2025-12-31,Resolved,Critical,Alberta,Excepturi rerum nostrum ullam deserunt voluptatum dignissimos.
REQ009504,Heather Parrish,AGT01832,KPI Clarification,2022-03-30,,In Progress,Low,Saskatchewan,
REQ009505,Heather Munoz,AGT08378,Dashboard Update,2021-04-09,,In Progress,Medium,Alberta,
REQ009506,Frank Mooney,AGT04674,Access Issue,2024-10-15,,Escalated,Medium,Manitoba,
REQ009507,Michele Warren,AGT00188,Data Discrepancy,2021-12-23,2021-12-27,Resolved,Critical,Alberta,Animi quos in ducimus repudiandae.
REQ009508,Joy Snow,AGT02557,Report Request,2023-05-14,,Escalated,Critical,Saskatchewan,
REQ009509,Thomas Baker,AGT05243,KPI Clarification,2022-10-21,,In Progress,Critical,British Columbia,
REQ009510,Douglas Miller,AGT07249,Data Discrepancy,2021-10-16,2021-10-29,Resolved,Low,Quebec,Voluptatum sapiente tenetur accusantium quia magni quia mollitia similique id.
REQ009511,Christopher Madden,AGT02458,Dashboard Update,2023-01-10,,Escalated,Critical,Manitoba,
REQ009512,Jeffrey Graham,AGT00881,Ad-hoc Analysis,2025-02-11,,In Progress,Medium,Ontario,
REQ009513,Tara Stanley,AGT02598,KPI Clarification,2023-02-03,,Escalated,Medium,Alberta,
REQ009514,Joseph Arnold,AGT02806,Report Request,2023-12-13,,Open,High,Saskatchewan,
REQ009515,Tony Bell,AGT02325,Data Discrepancy,2022-10-13,,In Progress,High,Alberta,
REQ009516,Wendy Sellers,AGT00895,Dashboard Update,2021-03-01,2021-03-02,Resolved,Medium,Manitoba,Dolorem rerum consequatur dolorem molestias odio laborum corrupti minima.
REQ009517,Michael Herman,AGT07679,Data Discrepancy,2022-08-30,,Escalated,Critical,Manitoba,
REQ009518,Jillian Espinoza,AGT06589,Data Discrepancy,2021-05-28,,In Progress,Medium,Saskatchewan,
REQ009519,Allison Barber,AGT04894,Report Request,2025-01-25,,Open,Medium,Quebec,
REQ009520,Kristine Sheppard,AGT09627,KPI Clarification,2024-06-14,,In Progress,Medium,Ontario,
REQ009521,David Adams,AGT05743,Access Issue,2025-05-06,2025-05-28,Resolved,High,Alberta,Possimus molestias facilis debitis neque animi tempora.
REQ009522,Kimberly Stone,AGT05587,Ad-hoc Analysis,2023-06-18,,In Progress,Medium,Manitoba,
REQ009523,Matthew Hampton,AGT01880,Report Request,2021-01-27,,Escalated,Critical,Saskatchewan,
REQ009524,Brian Miller,AGT06436,Access Issue,2025-05-07,2025-05-21,Resolved,Critical,Manitoba,Quisquam occaecati debitis laudantium ducimus autem impedit voluptate.
REQ009525,Emily Kirk,AGT03494,Data Discrepancy,2024-12-02,,In Progress,High,Manitoba,
REQ009526,Cameron Ramirez,AGT07063,Dashboard Update,2022-11-30,2022-12-21,Resolved,High,Manitoba,Fuga unde inventore ex modi a soluta dicta ipsa.
REQ009527,Michelle Martinez,AGT02467,Ad-hoc Analysis,2023-01-31,2023-02-17,Resolved,Medium,British Columbia,Ipsa magni quae culpa laborum vitae doloribus nam ratione.
REQ009528,John Matthews,AGT04804,KPI Clarification,2024-02-10,,In Progress,Medium,Manitoba,
REQ009529,Nancy Dawson,AGT07053,Access Issue,2025-12-24,,In Progress,High,British Columbia,
REQ009530,Michael Garcia,AGT09334,Ad-hoc Analysis,2023-05-08,,Escalated,Low,British Columbia,
REQ009531,Sarah Kent,AGT06863,KPI Clarification,2025-11-21,,In Progress,Medium,Ontario,
REQ009532,Linda Meyer,AGT08963,KPI Clarification,2022-12-12,,In Progress,Medium,Ontario,
REQ009533,Julia Duncan DVM,AGT00845,Data Discrepancy,2025-07-28,,Open,Low,Ontario,
REQ009534,Mary Martinez,AGT00004,Data Discrepancy,2021-08-03,,In Progress,Medium,British Columbia,
REQ009535,Eduardo Sanchez,AGT00834,Data Discrepancy,2025-06-24,,In Progress,Critical,British Columbia,
REQ009536,James Griffin,AGT03660,Access Issue,2022-04-10,,In Progress,High,Ontario,
REQ009537,Tiffany Barnes,AGT01674,Dashboard Update,2023-03-05,,Escalated,Critical,Ontario,
REQ009538,Steve White,AGT00810,Data Discrepancy,2023-11-03,,Escalated,Low,Alberta,
REQ009539,Thomas Carter,AGT02357,Access Issue,2021-02-20,,In Progress,High,Saskatchewan,
REQ009540,Gregory Larson,AGT05630,Ad-hoc Analysis,2021-03-11,,Open,Critical,Alberta,
REQ009541,David Washington,AGT00437,Data Discrepancy,2022-05-21,,Escalated,High,Manitoba,
REQ009542,Cynthia Mcdonald,AGT07104,KPI Clarification,2025-08-24,,In Progress,Low,Saskatchewan,
REQ009543,Maria James,AGT05150,Access Issue,2025-07-31,,Escalated,High,Alberta,
REQ009544,Nicole Harrison,AGT09395,Access Issue,2022-04-06,2022-04-13,Resolved,Medium,Quebec,Iure sequi magni aut adipisci sunt nisi maiores.
REQ009545,Joel Prince,AGT09863,Dashboard Update,2024-05-27,,Open,Low,British Columbia,
REQ009546,Sarah Moreno,AGT03502,Report Request,2021-04-08,,Open,Low,Ontario,
REQ009547,Linda Mack,AGT02832,KPI Clarification,2022-10-15,,Escalated,Low,Ontario,
REQ009548,Robert Griffin,AGT05796,Report Request,2021-01-03,,Escalated,Medium,Ontario,
REQ009549,Tommy Howard,AGT04562,Ad-hoc Analysis,2022-08-07,,In Progress,Critical,Saskatchewan,
REQ009550,Joseph Steele,AGT09035,Data Discrepancy,2024-01-15,,Escalated,High,British Columbia,
REQ009551,Tina Hardy,AGT01408,KPI Clarification,2025-12-26,,In Progress,High,British Columbia,
REQ009552,Carl Patrick,AGT02089,Ad-hoc Analysis,2021-08-26,,Escalated,High,Saskatchewan,
REQ009553,David Guzman,AGT04779,Data Discrepancy,2023-05-01,,In Progress,Medium,Quebec,
REQ009554,Dustin Robinson,AGT02980,KPI Clarification,2025-08-09,,Escalated,Medium,Quebec,
REQ009555,Alexander Stanton,AGT00415,KPI Clarification,2024-10-09,2024-10-22,Resolved,Critical,Quebec,Molestiae aut quam voluptate officia.
REQ009556,Daniel Burnett,AGT07215,KPI Clarification,2024-04-06,,In Progress,High,Alberta,
REQ009557,Richard Jefferson,AGT07007,Ad-hoc Analysis,2024-07-01,2024-07-24,Resolved,Critical,Ontario,Nam deserunt harum porro labore.
REQ009558,Phillip Berg,AGT07746,Report Request,2021-04-27,,In Progress,Low,Ontario,
REQ009559,Mr. Michael Marquez,AGT06928,KPI Clarification,2023-11-01,,Escalated,Critical,Saskatchewan,
REQ009560,James Everett,AGT05241,KPI Clarification,2025-07-19,,Open,Low,Ontario,
REQ009561,Antonio Baldwin,AGT09076,Dashboard Update,2023-12-10,,Escalated,Critical,Quebec,
REQ009562,Jeffrey Larson,AGT03880,Access Issue,2022-09-03,,In Progress,Critical,British Columbia,
REQ009563,Bobby Tapia,AGT05494,Access Issue,2021-08-26,,Escalated,Critical,Alberta,
REQ009564,George Daniel V,AGT06949,Ad-hoc Analysis,2021-01-18,2021-01-24,Resolved,Low,Ontario,Nam atque alias sequi necessitatibus ipsam.
REQ009565,Matthew Garcia,AGT03437,Access Issue,2025-04-09,,Open,Low,Saskatchewan,
